municipio_cod,municipio_fato,data_fato,ano,tentado_consumado,qtde_vitimas,feriado
317020,UBERLANDIA,2019-01-03,2019,TENTADO,1,False
314480,NOVA LIMA,2019-01-04,2019,CONSUMADO,1,False
310620,BELO HORIZONTE,2019-01-05,2019,TENTADO,1,False
313380,ITAUNA,2019-01-05,2019,TENTADO,1,False
314310,MONTE CARMELO,2019-01-05,2019,CONSUMADO,1,False
317160,VIRGEM DA LAPA,2019-01-05,2019,CONSUMADO,1,False
312090,CURVELO,2019-01-06,2019,TENTADO,1,False
312670,FRANCISCO SA,2019-01-06,2019,CONSUMADO,1,False
315570,RIO PIRACICABA,2019-01-08,2019,TENTADO,1,False
312410,ESMERALDAS,2019-01-10,2019,CONSUMADO,1,False
312610,FORMIGA,2019-01-10,2019,CONSUMADO,1,False
310740,BOM DESPACHO,2019-01-11,2019,TENTADO,1,False
311650,CLARO DOS POCOES,2019-01-13,2019,TENTADO,1,False
311860,CONTAGEM,2019-01-13,2019,TENTADO,1,False
313040,IJACI,2019-01-13,2019,CONSUMADO,1,False
311860,CONTAGEM,2019-01-16,2019,TENTADO,1,False
311330,CARANGOLA,2019-01-18,2019,CONSUMADO,1,False
313507,JAMPRUCA,2019-01-19,2019,TENTADO,1,False
315600,RIO VERMELHO,2019-01-20,2019,TENTADO,1,False
316250,SAO JOAO DEL REI,2019-01-20,2019,TENTADO,1,False
310620,BELO HORIZONTE,2019-01-21,2019,TENTADO,1,False
313380,ITAUNA,2019-01-21,2019,CONSUMADO,1,False
311340,CARATINGA,2019-01-25,2019,TENTADO,1,False
317010,UBERABA,2019-01-25,2019,TENTADO,1,False
310400,ARAXA,2019-01-26,2019,CONSUMADO,1,False
313420,ITUIUTABA,2019-01-26,2019,CONSUMADO,1,False
310500,BALDIM,2019-01-27,2019,TENTADO,1,False
314930,PEDRO LEOPOLDO,2019-01-28,2019,TENTADO,1,False
313010,IGARAPE,2019-01-28,2019,CONSUMADO,1,False
314800,PATOS DE MINAS,2019-01-29,2019,TENTADO,1,False
310620,BELO HORIZONTE,2019-02-01,2019,TENTADO,1,False
310670,BETIM,2019-02-01,2019,CONSUMADO,1,False
310160,ALFENAS,2019-02-02,2019,TENTADO,1,False
310620,BELO HORIZONTE,2019-02-02,2019,TENTADO,1,False
314720,PARAGUACU,2019-02-03,2019,TENTADO,1,False
315057,PINTOPOLIS,2019-02-03,2019,CONSUMADO,1,False
310370,ARAPONGA,2019-02-04,2019,CONSUMADO,1,False
316720,SETE LAGOAS,2019-02-09,2019,CONSUMADO,1,False
310620,BELO HORIZONTE,2019-02-10,2019,CONSUMADO,1,False
311680,COLUNA,2019-02-10,2019,CONSUMADO,1,False
310390,ARAUJOS,2019-02-14,2019,TENTADO,1,False
315600,RIO VERMELHO,2019-02-14,2019,TENTADO,1,False
314110,MATOZINHOS,2019-02-15,2019,CONSUMADO,1,False
310400,ARAXA,2019-02-18,2019,TENTADO,2,False
314960,PEQUI,2019-02-18,2019,CONSUMADO,1,False
310250,AMPARO DA SERRA,2019-02-20,2019,TENTADO,1,False
312820,GUARACIABA,2019-02-21,2019,CONSUMADO,1,False
314330,MONTES CLAROS,2019-02-21,2019,CONSUMADO,1,False
316250,SAO JOAO DEL REI,2019-02-22,2019,TENTADO,1,False
310560,BARBACENA,2019-02-22,2019,CONSUMADO,1,False
315780,SANTA LUZIA,2019-02-23,2019,TENTADO,1,False
311783,CONEGO MARINHO,2019-02-24,2019,TENTADO,1,False
313950,MANHUMIRIM,2019-02-26,2019,TENTADO,1,False
314480,NOVA LIMA,2019-02-26,2019,TENTADO,1,False
316760,SIMONESIA,2019-02-27,2019,TENTADO,1,False
313760,LAGOA SANTA,2019-02-28,2019,TENTADO,1,False
316930,TRES CORACOES,2019-02-28,2019,TENTADO,1,False
313657,JOSENOPOLIS,2019-03-03,2019,TENTADO,1,False
316250,SAO JOAO DEL REI,2019-03-03,2019,CONSUMADO,1,False
310870,BRAS PIRES,2019-03-04,2019,TENTADO,1,False
312200,DIVINO,2019-03-05,2019,TENTADO,1,False
310340,ARACUAI,2019-03-06,2019,TENTADO,1,False
310740,BOM DESPACHO,2019-03-06,2019,CONSUMADO,1,False
311750,CONCEICAO DO MATO DENTRO,2019-03-08,2019,TENTADO,1,False
310620,BELO HORIZONTE,2019-03-08,2019,CONSUMADO,1,False
310670,BETIM,2019-03-08,2019,CONSUMADO,1,False
310620,BELO HORIZONTE,2019-03-09,2019,TENTADO,1,False
313940,MANHUACU,2019-03-14,2019,TENTADO,1,False
313400,ITINGA,2019-03-17,2019,TENTADO,1,False
315180,POCOS DE CALDAS,2019-03-17,2019,TENTADO,1,False
310620,BELO HORIZONTE,2019-03-18,2019,TENTADO,1,False
312780,GRAO-MOGOL,2019-03-18,2019,TENTADO,1,False
310620,BELO HORIZONTE,2019-03-22,2019,CONSUMADO,1,False
312510,EXTREMA,2019-03-23,2019,TENTADO,1,False
315780,SANTA LUZIA,2019-03-23,2019,TENTADO,1,False
310620,BELO HORIZONTE,2019-03-24,2019,TENTADO,1,False
310620,BELO HORIZONTE,2019-03-24,2019,CONSUMADO,1,False
310940,BURITIZEIRO,2019-03-25,2019,TENTADO,1,False
310450,ARINOS,2019-03-27,2019,CONSUMADO,1,False
312980,IBIRITE,2019-03-28,2019,CONSUMADO,1,False
313420,ITUIUTABA,2019-03-30,2019,CONSUMADO,1,False
310240,ALVORADA DE MINAS,2019-03-31,2019,TENTADO,1,False
311840,CONSELHEIRO PENA,2019-04-02,2019,TENTADO,1,False
310620,BELO HORIZONTE,2019-04-06,2019,TENTADO,1,False
314970,PERDIGAO,2019-04-06,2019,TENTADO,1,False
310620,BELO HORIZONTE,2019-04-07,2019,TENTADO,1,False
310560,BARBACENA,2019-04-08,2019,CONSUMADO,1,False
314180,MINAS NOVAS,2019-04-12,2019,CONSUMADO,1,False
310620,BELO HORIZONTE,2019-04-14,2019,TENTADO,1,False
317070,VARGINHA,2019-04-15,2019,CONSUMADO,1,False
315670,SABARA,2019-04-16,2019,TENTADO,2,False
312510,EXTREMA,2019-04-16,2019,CONSUMADO,1,False
315700,SALINAS,2019-04-17,2019,CONSUMADO,1,False
313950,MANHUMIRIM,2019-04-18,2019,CONSUMADO,1,False
317070,VARGINHA,2019-04-19,2019,TENTADO,1,True
312530,FARIA LEMOS,2019-04-22,2019,TENTADO,1,False
310620,BELO HORIZONTE,2019-04-22,2019,CONSUMADO,1,False
314655,PAI PEDRO,2019-04-23,2019,CONSUMADO,1,False
310780,BOM JESUS DO GALHO,2019-04-24,2019,CONSUMADO,1,False
313370,ITATIAIUCU,2019-04-25,2019,CONSUMADO,1,False
312770,GOVERNADOR VALADARES,2019-04-28,2019,TENTADO,1,False
310710,BOA ESPERANCA,2019-04-28,2019,CONSUMADO,1,False
315460,RIBEIRAO DAS NEVES,2019-04-28,2019,CONSUMADO,1,False
311830,CONSELHEIRO LAFAIETE,2019-04-29,2019,TENTADO,1,False
316970,TURMALINA,2019-04-29,2019,TENTADO,1,False
317070,VARGINHA,2019-04-29,2019,TENTADO,1,False
310620,BELO HORIZONTE,2019-04-30,2019,TENTADO,1,False
315570,RIO PIRACICABA,2019-05-01,2019,TENTADO,1,True
314180,MINAS NOVAS,2019-05-01,2019,CONSUMADO,1,True
316880,TIRADENTES,2019-05-02,2019,TENTADO,1,False
312550,SAO GONCALO DO RIO PRETO,2019-05-02,2019,CONSUMADO,1,False
315460,RIBEIRAO DAS NEVES,2019-05-05,2019,TENTADO,1,False
311670,COIMBRA,2019-05-06,2019,TENTADO,1,False
317020,UBERLANDIA,2019-05-10,2019,TENTADO,1,False
310670,BETIM,2019-05-12,2019,TENTADO,1,False
310900,BRUMADINHO,2019-05-12,2019,TENTADO,1,False
313670,JUIZ DE FORA,2019-05-12,2019,TENTADO,1,False
311860,CONTAGEM,2019-05-13,2019,TENTADO,1,False
312770,GOVERNADOR VALADARES,2019-05-14,2019,TENTADO,1,False
315200,POMPEU,2019-05-16,2019,CONSUMADO,1,False
314390,MURIAE,2019-05-17,2019,CONSUMADO,1,False
315330,PRESIDENTE KUBITSCHEK,2019-05-17,2019,CONSUMADO,1,False
313400,ITINGA,2019-05-18,2019,CONSUMADO,1,False
311860,CONTAGEM,2019-05-19,2019,TENTADO,1,False
317010,UBERABA,2019-05-19,2019,TENTADO,2,False
313520,JANUARIA,2019-05-19,2019,CONSUMADO,1,False
312770,GOVERNADOR VALADARES,2019-05-20,2019,CONSUMADO,1,False
315200,POMPEU,2019-05-22,2019,CONSUMADO,1,False
316870,TIMOTEO,2019-05-23,2019,TENTADO,1,False
314000,MARIANA,2019-05-24,2019,TENTADO,1,False
316110,SAO FRANCISCO,2019-05-25,2019,TENTADO,1,False
313380,ITAUNA,2019-05-25,2019,CONSUMADO,1,False
310620,BELO HORIZONTE,2019-05-26,2019,TENTADO,1,False
315770,SANTA JULIANA,2019-05-26,2019,TENTADO,1,False
313410,ITUETA,2019-05-26,2019,CONSUMADO,1,False
314330,MONTES CLAROS,2019-05-28,2019,TENTADO,1,False
311860,CONTAGEM,2019-05-29,2019,TENTADO,1,False
311670,COIMBRA,2019-05-29,2019,CONSUMADO,1,False
310620,BELO HORIZONTE,2019-05-30,2019,TENTADO,2,False
313940,MANHUACU,2019-05-30,2019,CONSUMADO,1,False
311470,CARVALHOPOLIS,2019-05-31,2019,TENTADO,1,False
316860,TEOFILO OTONI,2019-05-31,2019,CONSUMADO,1,False
315210,PONTE NOVA,2019-06-02,2019,TENTADO,1,False
315120,PIRAPORA,2019-06-03,2019,TENTADO,1,False
310670,BETIM,2019-06-04,2019,TENTADO,1,False
314960,PEQUI,2019-06-04,2019,TENTADO,1,False
310620,BELO HORIZONTE,2019-06-06,2019,TENTADO,1,False
314000,MARIANA,2019-06-09,2019,CONSUMADO,1,False
310620,BELO HORIZONTE,2019-06-11,2019,CONSUMADO,1,False
310620,BELO HORIZONTE,2019-06-12,2019,TENTADO,1,False
314370,MORRO DO PILAR,2019-06-13,2019,CONSUMADO,1,False
315720,SANTA BARBARA,2019-06-13,2019,CONSUMADO,1,False
312770,GOVERNADOR VALADARES,2019-06-16,2019,TENTADO,1,False
312110,DELFIM MOREIRA,2019-06-17,2019,TENTADO,1,False
313670,JUIZ DE FORA,2019-06-17,2019,TENTADO,1,False
310210,ALTO RIO DOCE,2019-06-17,2019,CONSUMADO,1,False
311440,CARMO DO RIO CLARO,2019-06-20,2019,CONSUMADO,1,False
314535,NOVO ORIENTE DE MINAS,2019-06-21,2019,CONSUMADO,1,False
314610,OURO PRETO,2019-06-22,2019,TENTADO,1,False
310110,AIMORES,2019-06-23,2019,CONSUMADO,1,False
310400,ARAXA,2019-06-23,2019,CONSUMADO,1,False
316770,SOBRALIA,2019-06-23,2019,CONSUMADO,1,False
315250,POUSO ALEGRE,2019-06-24,2019,TENTADO,1,False
313240,ITAJUBA,2019-06-24,2019,CONSUMADO,1,False
310510,BAMBUI,2019-06-26,2019,TENTADO,1,False
314435,NAQUE,2019-06-28,2019,CONSUMADO,1,False
310400,ARAXA,2019-06-29,2019,TENTADO,1,False
313550,JEQUERI,2019-06-29,2019,TENTADO,1,False
315460,RIBEIRAO DAS NEVES,2019-06-29,2019,TENTADO,1,False
312733,GAMELEIRAS,2019-07-01,2019,TENTADO,1,False
310620,BELO HORIZONTE,2019-07-02,2019,TENTADO,1,False
310670,BETIM,2019-07-02,2019,TENTADO,1,False
310300,ANTONIO DIAS,2019-07-05,2019,CONSUMADO,1,False
310620,BELO HORIZONTE,2019-07-06,2019,TENTADO,1,False
313670,JUIZ DE FORA,2019-07-08,2019,CONSUMADO,1,False
317010,UBERABA,2019-07-08,2019,CONSUMADO,1,False
310900,BRUMADINHO,2019-07-13,2019,TENTADO,1,False
311660,CLAUDIO,2019-07-14,2019,TENTADO,1,False
313820,LAVRAS,2019-07-14,2019,CONSUMADO,1,False
310740,BOM DESPACHO,2019-07-15,2019,TENTADO,1,False
314110,MATOZINHOS,2019-07-15,2019,CONSUMADO,1,False
314590,OURO BRANCO,2019-07-16,2019,TENTADO,1,False
310640,BELO VALE,2019-07-17,2019,TENTADO,1,False
313620,JOAO MONLEVADE,2019-07-18,2019,TENTADO,1,False
313170,ITABIRA,2019-07-18,2019,CONSUMADO,1,False
313520,JANUARIA,2019-07-18,2019,CONSUMADO,1,False
314530,NOVO CRUZEIRO,2019-07-19,2019,TENTADO,1,False
316870,TIMOTEO,2019-07-20,2019,TENTADO,1,False
310620,BELO HORIZONTE,2019-07-23,2019,TENTADO,1,False
310230,ALVINOPOLIS,2019-07-25,2019,CONSUMADO,1,False
313190,ITABIRITO,2019-07-27,2019,CONSUMADO,1,False
310620,BELO HORIZONTE,2019-07-28,2019,TENTADO,1,False
310620,BELO HORIZONTE,2019-07-29,2019,CONSUMADO,1,False
315960,SANTA RITA DO SAPUCAI,2019-07-30,2019,CONSUMADO,1,False
312980,IBIRITE,2019-08-02,2019,TENTADO,1,False
310620,BELO HORIZONTE,2019-08-03,2019,TENTADO,1,False
310640,BELO VALE,2019-08-04,2019,TENTADO,1,False
310670,BETIM,2019-08-04,2019,TENTADO,1,False
315670,SABARA,2019-08-04,2019,TENTADO,1,False
312770,GOVERNADOR VALADARES,2019-08-08,2019,CONSUMADO,1,False
317043,UNIAO DE MINAS,2019-08-08,2019,CONSUMADO,1,False
312707,FRUTA DE LEITE,2019-08-11,2019,CONSUMADO,1,False
315780,SANTA LUZIA,2019-08-11,2019,CONSUMADO,1,False
311860,CONTAGEM,2019-08-12,2019,TENTADO,1,False
312980,IBIRITE,2019-08-13,2019,TENTADO,1,False
316720,SETE LAGOAS,2019-08-14,2019,TENTADO,1,False
310620,BELO HORIZONTE,2019-08-16,2019,CONSUMADO,1,False
310620,BELO HORIZONTE,2019-08-17,2019,TENTADO,1,False
314740,PARAOPEBA,2019-08-18,2019,TENTADO,1,False
312770,GOVERNADOR VALADARES,2019-08-19,2019,TENTADO,1,False
313420,ITUIUTABA,2019-08-19,2019,TENTADO,1,False
310620,BELO HORIZONTE,2019-08-20,2019,TENTADO,1,False
310620,BELO HORIZONTE,2019-08-22,2019,TENTADO,1,False
311860,CONTAGEM,2019-08-25,2019,CONSUMADO,1,False
317020,UBERLANDIA,2019-08-26,2019,CONSUMADO,1,False
310620,BELO HORIZONTE,2019-08-29,2019,CONSUMADO,1,False
313670,JUIZ DE FORA,2019-08-30,2019,TENTADO,1,False
317020,UBERLANDIA,2019-09-01,2019,TENTADO,1,False
310450,ARINOS,2019-09-02,2019,TENTADO,1,False
313250,ITAMARANDIBA,2019-09-03,2019,TENTADO,1,False
312352,DURANDE,2019-09-03,2019,CONSUMADO,1,False
316720,SETE LAGOAS,2019-09-04,2019,TENTADO,1,False
310620,BELO HORIZONTE,2019-09-04,2019,CONSUMADO,1,False
310300,ANTONIO DIAS,2019-09-06,2019,TENTADO,1,False
312770,GOVERNADOR VALADARES,2019-09-07,2019,TENTADO,1,True
310620,BELO HORIZONTE,2019-09-07,2019,CONSUMADO,2,True
315460,RIBEIRAO DAS NEVES,2019-09-07,2019,CONSUMADO,1,True
314700,PARACATU,2019-09-09,2019,CONSUMADO,1,False
313270,ITAMBACURI,2019-09-10,2019,TENTADO,1,False
314790,PASSOS,2019-09-10,2019,TENTADO,1,False
316750,SIMAO PEREIRA,2019-09-10,2019,CONSUMADO,1,False
316920,TOMBOS,2019-09-10,2019,CONSUMADO,1,False
316870,TIMOTEO,2019-09-11,2019,TENTADO,1,False
310730,BOCAIUVA,2019-09-13,2019,TENTADO,1,False
314520,NOVA SERRANA,2019-09-13,2019,TENTADO,1,False
311120,CAMPO BELO,2019-09-13,2019,CONSUMADO,1,False
313540,JECEABA,2019-09-14,2019,TENTADO,1,False
313960,MANTENA,2019-09-14,2019,TENTADO,1,False
312737,GOIABEIRA,2019-09-15,2019,TENTADO,1,False
310620,BELO HORIZONTE,2019-09-15,2019,CONSUMADO,1,False
310670,BETIM,2019-09-16,2019,TENTADO,1,False
315460,RIBEIRAO DAS NEVES,2019-09-16,2019,TENTADO,1,False
313670,JUIZ DE FORA,2019-09-17,2019,TENTADO,1,False
315140,PITANGUI,2019-09-17,2019,CONSUMADO,1,False
314870,PEDRA AZUL,2019-09-19,2019,TENTADO,1,False
313820,LAVRAS,2019-09-19,2019,CONSUMADO,1,False
316990,UBA,2019-09-19,2019,CONSUMADO,1,False
316720,SETE LAGOAS,2019-09-20,2019,TENTADO,1,False
312160,DIAMANTINA,2019-09-21,2019,TENTADO,1,False
312710,FRUTAL,2019-09-21,2019,CONSUMADO,1,False
310855,BRASILANDIA DE MINAS,2019-09-22,2019,TENTADO,1,False
310620,BELO HORIZONTE,2019-09-22,2019,CONSUMADO,1,False
315430,RESPLENDOR,2019-09-25,2019,CONSUMADO,1,False
315140,PITANGUI,2019-09-29,2019,CONSUMADO,1,False
317130,VICOSA,2019-10-01,2019,TENTADO,1,False
311890,CORDISBURGO,2019-10-02,2019,TENTADO,1,False
313130,IPATINGA,2019-10-02,2019,TENTADO,1,False
314330,MONTES CLAROS,2019-10-02,2019,TENTADO,1,False
313130,IPATINGA,2019-10-03,2019,TENTADO,1,False
313250,ITAMARANDIBA,2019-10-03,2019,CONSUMADO,1,False
310620,BELO HORIZONTE,2019-10-04,2019,TENTADO,2,False
310350,ARAGUARI,2019-10-05,2019,TENTADO,1,False
317010,UBERABA,2019-10-06,2019,CONSUMADO,1,False
310590,BARROSO,2019-10-08,2019,CONSUMADO,1,False
310840,BOTELHOS,2019-10-09,2019,TENTADO,1,False
310620,BELO HORIZONTE,2019-10-10,2019,CONSUMADO,1,False
315780,SANTA LUZIA,2019-10-11,2019,TENTADO,1,False
310780,BOM JESUS DO GALHO,2019-10-12,2019,TENTADO,1,True
313670,JUIZ DE FORA,2019-10-12,2019,TENTADO,1,True
317020,UBERLANDIA,2019-10-12,2019,TENTADO,1,True
313520,JANUARIA,2019-10-12,2019,CONSUMADO,1,True
310650,BERILO,2019-10-13,2019,CONSUMADO,1,False
314320,MONTE SANTO DE MINAS,2019-10-13,2019,CONSUMADO,1,False
316720,SETE LAGOAS,2019-10-15,2019,TENTADO,1,False
314600,OURO FINO,2019-10-16,2019,CONSUMADO,1,False
311760,CONCEICAO DO PARA,2019-10-17,2019,CONSUMADO,1,False
314340,MONTE SIAO,2019-10-17,2019,CONSUMADO,1,False
317020,UBERLANDIA,2019-10-18,2019,TENTADO,1,False
313350,ITAPECERICA,2019-10-19,2019,TENTADO,1,False
315150,PIUMHI,2019-10-19,2019,TENTADO,1,False
311070,CAMBUQUIRA,2019-10-20,2019,TENTADO,1,False
311860,CONTAGEM,2019-10-21,2019,TENTADO,2,False
310620,BELO HORIZONTE,2019-10-21,2019,CONSUMADO,1,False
315460,RIBEIRAO DAS NEVES,2019-10-21,2019,CONSUMADO,1,False
314480,NOVA LIMA,2019-10-22,2019,CONSUMADO,1,False
314520,NOVA SERRANA,2019-10-24,2019,TENTADO,1,False
316940,TRES PONTAS,2019-10-27,2019,TENTADO,1,False
315053,PINGO D'AGUA,2019-10-29,2019,CONSUMADO,1,False
311340,CARATINGA,2019-10-30,2019,CONSUMADO,1,False
310350,ARAGUARI,2019-11-01,2019,TENTADO,1,False
311120,CAMPO BELO,2019-11-01,2019,TENTADO,1,False
316460,SAO SEBASTIAO DO OESTE,2019-11-01,2019,CONSUMADO,1,False
311860,CONTAGEM,2019-11-03,2019,TENTADO,1,False
314480,NOVA LIMA,2019-11-03,2019,TENTADO,1,False
317120,VESPASIANO,2019-11-04,2019,CONSUMADO,1,False
310620,BELO HORIZONTE,2019-11-05,2019,TENTADO,1,False
311070,CAMBUQUIRA,2019-11-05,2019,TENTADO,1,False
316990,UBA,2019-11-08,2019,CONSUMADO,1,False
317000,UBAI,2019-11-09,2019,TENTADO,1,False
313170,ITABIRA,2019-11-09,2019,CONSUMADO,1,False
311680,COLUNA,2019-11-10,2019,TENTADO,1,False
315090,PIRANGUCU,2019-11-10,2019,CONSUMADO,1,False
316860,TEOFILO OTONI,2019-11-10,2019,CONSUMADO,1,False
316292,SAO JOAQUIM DE BICAS,2019-11-11,2019,TENTADO,1,False
314800,PATOS DE MINAS,2019-11-14,2019,TENTADO,1,False
310120,AIURUOCA,2019-11-16,2019,TENTADO,1,False
312490,EUGENOPOLIS,2019-11-16,2019,TENTADO,1,False
310620,BELO HORIZONTE,2019-11-17,2019,TENTADO,1,False
310650,BERILO,2019-11-23,2019,CONSUMADO,1,False
311860,CONTAGEM,2019-11-24,2019,TENTADO,1,False
314315,MONTE FORMOSO,2019-11-24,2019,CONSUMADO,1,False
315620,ROCHEDO DE MINAS,2019-11-26,2019,TENTADO,1,False
316290,SAO JOAO NEPOMUCENO,2019-11-26,2019,CONSUMADO,1,False
313360,ITAPEVA,2019-11-27,2019,CONSUMADO,1,False
313330,ITAOBIM,2019-12-01,2019,TENTADO,1,False
315670,SABARA,2019-12-01,2019,TENTADO,1,False
316250,SAO JOAO DEL REI,2019-12-01,2019,CONSUMADO,1,False
312100,DATAS,2019-12-03,2019,TENTADO,1,False
313670,JUIZ DE FORA,2019-12-03,2019,TENTADO,1,False
315250,POUSO ALEGRE,2019-12-03,2019,TENTADO,1,False
313930,MANGA,2019-12-03,2019,CONSUMADO,1,False
310620,BELO HORIZONTE,2019-12-05,2019,TENTADO,1,False
312160,DIAMANTINA,2019-12-05,2019,TENTADO,1,False
310620,BELO HORIZONTE,2019-12-06,2019,CONSUMADO,1,False
310620,BELO HORIZONTE,2019-12-07,2019,TENTADO,1,False
316180,SAO GONCALO DO PARA,2019-12-08,2019,CONSUMADO,1,False
312200,DIVINO,2019-12-10,2019,CONSUMADO,1,False
317040,UNAI,2019-12-10,2019,CONSUMADO,1,False
313120,IPANEMA,2019-12-12,2019,TENTADO,1,False
313670,JUIZ DE FORA,2019-12-12,2019,TENTADO,1,False
310620,BELO HORIZONTE,2019-12-13,2019,TENTADO,1,False
312160,DIAMANTINA,2019-12-13,2019,TENTADO,1,False
313520,JANUARIA,2019-12-14,2019,TENTADO,1,False
314535,NOVO ORIENTE DE MINAS,2019-12-15,2019,TENTADO,1,False
311740,CONCEICAO DE IPANEMA,2019-12-16,2019,TENTADO,1,False
315780,SANTA LUZIA,2019-12-16,2019,TENTADO,1,False
317020,UBERLANDIA,2019-12-16,2019,TENTADO,1,False
313670,JUIZ DE FORA,2019-12-19,2019,TENTADO,1,False
317120,VESPASIANO,2019-12-19,2019,TENTADO,1,False
314480,NOVA LIMA,2019-12-19,2019,CONSUMADO,1,False
310620,BELO HORIZONTE,2019-12-21,2019,TENTADO,1,False
316720,SETE LAGOAS,2019-12-21,2019,TENTADO,1,False
313940,MANHUACU,2019-12-21,2019,CONSUMADO,1,False
313940,MANHUACU,2019-12-22,2019,TENTADO,1,False
312230,DIVINOPOLIS,2019-12-22,2019,CONSUMADO,1,False
312770,GOVERNADOR VALADARES,2019-12-22,2019,CONSUMADO,1,False
312910,GURINHATA,2019-12-22,2019,CONSUMADO,1,False
310620,BELO HORIZONTE,2019-12-23,2019,TENTADO,1,False
315180,POCOS DE CALDAS,2019-12-23,2019,TENTADO,1,False
314110,MATOZINHOS,2019-12-24,2019,TENTADO,1,False
313640,JOAQUIM FELICIO,2019-12-25,2019,TENTADO,1,True
315340,PRESIDENTE OLEGARIO,2019-12-25,2019,CONSUMADO,1,True
311860,CONTAGEM,2019-12-26,2019,TENTADO,1,False
312710,FRUTAL,2019-12-26,2019,TENTADO,1,False
312770,GOVERNADOR VALADARES,2019-12-26,2019,TENTADO,1,False
315490,RIO CASCA,2019-12-26,2019,TENTADO,1,False
310620,BELO HORIZONTE,2019-12-27,2019,TENTADO,2,False
313460,JABOTICATUBAS,2019-12-27,2019,CONSUMADO,1,False
310620,BELO HORIZONTE,2019-12-28,2019,TENTADO,1,False
315460,RIBEIRAO DAS NEVES,2019-12-28,2019,TENTADO,1,False
310730,BOCAIUVA,2019-12-29,2019,CONSUMADO,1,False
313760,LAGOA SANTA,2019-12-29,2019,CONSUMADO,1,False
311120,CAMPO BELO,2019-12-31,2019,TENTADO,1,False
311250,CAPIM BRANCO,2019-12-31,2019,TENTADO,1,False
311000,CAETE,2020-01-01,2020,TENTADO,1,True
312700,FRONTEIRA,2020-01-01,2020,TENTADO,1,True
310945,CABECEIRA GRANDE,2020-01-01,2020,CONSUMADO,1,True
314330,MONTES CLAROS,2020-01-02,2020,TENTADO,1,False
315960,SANTA RITA DO SAPUCAI,2020-01-02,2020,CONSUMADO,1,False
310620,BELO HORIZONTE,2020-01-04,2020,TENTADO,1,False
312510,EXTREMA,2020-01-04,2020,TENTADO,1,False
312400,ERVALIA,2020-01-06,2020,TENTADO,1,False
317020,UBERLANDIA,2020-01-06,2020,TENTADO,1,False
311615,CHAPADA GAUCHA,2020-01-08,2020,TENTADO,1,False
310620,BELO HORIZONTE,2020-01-10,2020,TENTADO,1,False
314990,PERDOES,2020-01-11,2020,TENTADO,1,False
314290,MONTE AZUL,2020-01-11,2020,CONSUMADO,1,False
315780,SANTA LUZIA,2020-01-12,2020,TENTADO,1,False
311740,CONCEICAO DE IPANEMA,2020-01-12,2020,CONSUMADO,1,False
314860,PECANHA,2020-01-17,2020,TENTADO,1,False
316470,SAO SEBASTIAO PARAISO,2020-01-18,2020,TENTADO,1,False
314200,MIRABELA,2020-01-22,2020,TENTADO,1,False
317020,UBERLANDIA,2020-01-23,2020,TENTADO,1,False
311150,CAMPOS ALTOS,2020-01-26,2020,TENTADO,1,False
313670,JUIZ DE FORA,2020-01-28,2020,TENTADO,1,False
314520,NOVA SERRANA,2020-01-28,2020,CONSUMADO,1,False
311750,CONCEICAO DO MATO DENTRO,2020-01-29,2020,TENTADO,1,False
315180,POCOS DE CALDAS,2020-01-31,2020,CONSUMADO,1,False
311840,CONSELHEIRO PENA,2020-02-01,2020,TENTADO,1,False
312800,GUANHAES,2020-02-01,2020,TENTADO,1,False
311140,CAMPO FLORIDO,2020-02-01,2020,CONSUMADO,1,False
314520,NOVA SERRANA,2020-02-04,2020,TENTADO,1,False
310560,BARBACENA,2020-02-04,2020,CONSUMADO,1,False
310620,BELO HORIZONTE,2020-02-06,2020,TENTADO,1,False
310620,BELO HORIZONTE,2020-02-06,2020,CONSUMADO,1,False
312370,ENGENHEIRO CALDAS,2020-02-07,2020,TENTADO,1,False
315570,RIO PIRACICABA,2020-02-08,2020,TENTADO,1,False
314860,PECANHA,2020-02-08,2020,CONSUMADO,1,False
310620,BELO HORIZONTE,2020-02-09,2020,TENTADO,1,False
314710,PARA DE MINAS,2020-02-09,2020,TENTADO,1,False
310950,CABO VERDE,2020-02-10,2020,CONSUMADO,1,False
315980,SANTA VITORIA,2020-02-12,2020,TENTADO,1,False
315120,PIRAPORA,2020-02-13,2020,CONSUMADO,1,False
312160,DIAMANTINA,2020-02-14,2020,TENTADO,1,False
313720,LAGOA DA PRATA,2020-02-14,2020,TENTADO,1,False
315200,POMPEU,2020-02-15,2020,TENTADO,1,False
310620,BELO HORIZONTE,2020-02-15,2020,CONSUMADO,1,False
315080,PIRANGA,2020-02-16,2020,TENTADO,1,False
317020,UBERLANDIA,2020-02-16,2020,TENTADO,1,False
314790,PASSOS,2020-02-16,2020,CONSUMADO,1,False
313120,IPANEMA,2020-02-17,2020,TENTADO,1,False
311860,CONTAGEM,2020-02-19,2020,CONSUMADO,1,False
312400,ERVALIA,2020-02-20,2020,CONSUMADO,1,False
316030,SANTO ANTONIO DO JACINTO,2020-02-20,2020,CONSUMADO,1,False
310240,ALVORADA DE MINAS,2020-02-21,2020,TENTADO,1,False
312230,DIVINOPOLIS,2020-02-21,2020,CONSUMADO,1,False
311860,CONTAGEM,2020-02-22,2020,TENTADO,2,False
310620,BELO HORIZONTE,2020-02-24,2020,TENTADO,1,False
